test
2026-06-15 19:10:42,139 | INFO | gods_eye | configuration synchronized from mcp_config.yaml
2026-06-15 21:28:24,603 | INFO | uvicorn.error | Shutting down
2026-06-15 21:28:24,722 | INFO | uvicorn.error | Waiting for application shutdown.
2026-06-15 21:28:24,725 | INFO | uvicorn.error | Application shutdown complete.
2026-06-15 21:28:24,732 | INFO | uvicorn.error | Finished server process [1]
2026-06-16 05:51:23,250 | INFO | gods_eye | configuration synchronized from mcp_config.yaml
2026-06-16 05:51:23,253 | INFO | gods_eye | initializing mcp helpers: recon and searcher
2026-06-16 05:51:23,668 | WARNING | uvicorn.error | ASGI app factory detected. Using it, but please consider setting the --factory flag explicitly.
2026-06-16 05:51:23,668 | INFO | uvicorn.error | Started server process [1]
2026-06-16 05:51:23,668 | INFO | uvicorn.error | Waiting for application startup.
2026-06-16 05:51:23,668 | INFO | uvicorn.error | Application startup complete.
2026-06-16 05:51:23,668 | INFO | uvicorn.error | Uvicorn running on http://0.0.0.0:8000 (Press CTRL+C to quit)
2026-06-16 05:52:35,510 | INFO | gods_eye | ping request received
2026-06-16 05:52:39,406 | INFO | uvicorn.access | 172.18.0.5:39592 - "GET /ping HTTP/1.1" 200
2026-06-16 05:54:42,079 | INFO | uvicorn.access | 172.18.0.5:33120 - "POST /mcp HTTP/1.1" 200
2026-06-16 05:54:42,087 | INFO | uvicorn.access | 172.18.0.5:33132 - "POST /mcp HTTP/1.1" 202
2026-06-16 05:54:42,088 | INFO | uvicorn.access | 172.18.0.5:33142 - "GET /mcp HTTP/1.1" 200
2026-06-16 05:54:42,091 | INFO | uvicorn.access | 172.18.0.5:33144 - "POST /mcp HTTP/1.1" 200
2026-06-16 05:54:42,094 | INFO | uvicorn.access | 172.18.0.5:33154 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 05:54:43,276 | INFO | gods_eye | ping request received
2026-06-16 05:54:46,778 | INFO | uvicorn.access | 172.18.0.5:33160 - "GET /ping HTTP/1.1" 200
2026-06-16 05:54:53,096 | INFO | gods_eye | ping request received
2026-06-16 05:54:56,472 | INFO | uvicorn.access | 172.18.0.5:52758 - "GET /ping HTTP/1.1" 200
2026-06-16 05:55:03,148 | INFO | uvicorn.access | 172.18.0.5:51294 - "POST /mcp HTTP/1.1" 200
2026-06-16 05:55:03,153 | INFO | uvicorn.access | 172.18.0.5:51302 - "GET /mcp HTTP/1.1" 200
2026-06-16 05:55:03,155 | INFO | uvicorn.access | 172.18.0.5:51316 - "POST /mcp HTTP/1.1" 202
2026-06-16 05:55:03,158 | INFO | uvicorn.access | 172.18.0.5:51328 - "POST /mcp HTTP/1.1" 200
2026-06-16 05:55:03,161 | INFO | uvicorn.access | 172.18.0.5:51344 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 05:55:04,970 | INFO | uvicorn.access | 172.18.0.5:51348 - "POST /mcp HTTP/1.1" 200
2026-06-16 05:55:04,974 | INFO | uvicorn.access | 172.18.0.5:51368 - "GET /mcp HTTP/1.1" 200
2026-06-16 05:55:04,975 | INFO | uvicorn.access | 172.18.0.5:51362 - "POST /mcp HTTP/1.1" 202
2026-06-16 05:55:04,977 | INFO | uvicorn.access | 172.18.0.5:51382 - "POST /mcp HTTP/1.1" 200
2026-06-16 05:55:04,979 | INFO | uvicorn.access | 172.18.0.5:51390 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 05:55:04,987 | INFO | uvicorn.access | 172.18.0.5:51398 - "POST /mcp HTTP/1.1" 200
2026-06-16 05:55:04,992 | INFO | uvicorn.access | 172.18.0.5:51400 - "POST /mcp HTTP/1.1" 202
2026-06-16 05:55:04,992 | INFO | uvicorn.access | 172.18.0.5:51410 - "GET /mcp HTTP/1.1" 200
2026-06-16 05:55:04,994 | INFO | uvicorn.access | 172.18.0.5:51420 - "POST /mcp HTTP/1.1" 200
2026-06-16 05:55:04,995 | INFO | gods_eye | executing remote: rtk ls
2026-06-16 05:55:08,053 | INFO | uvicorn.access | 172.18.0.5:51428 - "POST /mcp HTTP/1.1" 200
2026-06-16 05:55:08,062 | INFO | uvicorn.access | 172.18.0.5:51432 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 05:55:13,757 | INFO | gods_eye | ping request received
2026-06-16 05:55:16,963 | INFO | uvicorn.access | 172.18.0.5:34074 - "GET /ping HTTP/1.1" 200
2026-06-16 06:19:47,423 | INFO | gods_eye | ping request received
2026-06-16 06:19:50,969 | INFO | uvicorn.access | 172.18.0.5:52150 - "GET /ping HTTP/1.1" 200
2026-06-16 06:20:38,680 | INFO | uvicorn.access | 172.18.0.5:33986 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:20:38,686 | INFO | uvicorn.access | 172.18.0.5:33992 - "POST /mcp HTTP/1.1" 202
2026-06-16 06:20:38,687 | INFO | uvicorn.access | 172.18.0.5:33994 - "GET /mcp HTTP/1.1" 200
2026-06-16 06:20:38,715 | INFO | uvicorn.access | 172.18.0.5:34004 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:20:38,723 | INFO | uvicorn.access | 172.18.0.5:34018 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 06:20:40,011 | INFO | gods_eye | ping request received
2026-06-16 06:20:43,506 | INFO | uvicorn.access | 172.18.0.5:34030 - "GET /ping HTTP/1.1" 200
2026-06-16 06:20:59,873 | INFO | gods_eye | ping request received
2026-06-16 06:21:02,862 | INFO | uvicorn.access | 172.18.0.5:51330 - "GET /ping HTTP/1.1" 200
2026-06-16 06:21:10,640 | INFO | uvicorn.access | 172.18.0.5:55596 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:21:10,645 | INFO | uvicorn.access | 172.18.0.5:55610 - "GET /mcp HTTP/1.1" 200
2026-06-16 06:21:10,645 | INFO | uvicorn.access | 172.18.0.5:55600 - "POST /mcp HTTP/1.1" 202
2026-06-16 06:21:10,649 | INFO | uvicorn.access | 172.18.0.5:55616 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:21:10,651 | INFO | uvicorn.access | 172.18.0.5:55618 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 06:21:12,477 | INFO | uvicorn.access | 172.18.0.5:55088 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:21:12,484 | INFO | uvicorn.access | 172.18.0.5:55094 - "POST /mcp HTTP/1.1" 202
2026-06-16 06:21:12,486 | INFO | uvicorn.access | 172.18.0.5:55098 - "GET /mcp HTTP/1.1" 200
2026-06-16 06:21:12,488 | INFO | uvicorn.access | 172.18.0.5:55110 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:21:12,491 | INFO | uvicorn.access | 172.18.0.5:55112 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 06:21:12,507 | INFO | uvicorn.access | 172.18.0.5:55122 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:21:12,513 | INFO | uvicorn.access | 172.18.0.5:55124 - "POST /mcp HTTP/1.1" 202
2026-06-16 06:21:12,515 | INFO | uvicorn.access | 172.18.0.5:55126 - "GET /mcp HTTP/1.1" 200
2026-06-16 06:21:12,519 | INFO | uvicorn.access | 172.18.0.5:55130 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:21:12,525 | INFO | gods_eye | executing remote: rtk ls
2026-06-16 06:21:15,372 | INFO | uvicorn.access | 172.18.0.5:55144 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:21:15,392 | INFO | uvicorn.access | 172.18.0.5:55156 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 06:21:19,915 | INFO | gods_eye | ping request received
2026-06-16 06:21:22,431 | INFO | uvicorn.access | 172.18.0.5:55166 - "GET /ping HTTP/1.1" 200
2026-06-16 06:22:48,019 | INFO | gods_eye | ping request received
2026-06-16 06:22:51,621 | INFO | uvicorn.access | 172.18.0.5:34088 - "GET /ping HTTP/1.1" 200
2026-06-16 06:23:01,432 | INFO | uvicorn.access | 172.18.0.5:55350 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:23:01,438 | INFO | uvicorn.access | 172.18.0.5:55368 - "GET /mcp HTTP/1.1" 200
2026-06-16 06:23:01,439 | INFO | uvicorn.access | 172.18.0.5:55366 - "POST /mcp HTTP/1.1" 202
2026-06-16 06:23:01,443 | INFO | uvicorn.access | 172.18.0.5:55374 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:23:01,444 | INFO | gods_eye | executing remote: rtk cat open_ports.txt
2026-06-16 06:23:04,492 | INFO | uvicorn.access | 172.18.0.5:55376 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:23:04,497 | INFO | uvicorn.access | 172.18.0.5:55390 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 06:23:08,940 | INFO | gods_eye | ping request received
2026-06-16 06:23:12,407 | INFO | uvicorn.access | 172.18.0.5:55402 - "GET /ping HTTP/1.1" 200
2026-06-16 06:23:38,324 | INFO | uvicorn.access | 172.18.0.5:45234 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:23:38,328 | INFO | uvicorn.access | 172.18.0.5:45250 - "POST /mcp HTTP/1.1" 202
2026-06-16 06:23:38,328 | INFO | uvicorn.access | 172.18.0.5:45256 - "GET /mcp HTTP/1.1" 200
2026-06-16 06:23:38,330 | INFO | uvicorn.access | 172.18.0.5:45260 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:23:38,330 | INFO | gods_eye | executing remote: rtk cat open_ports.txt
2026-06-16 06:23:41,595 | INFO | uvicorn.access | 172.18.0.5:52174 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:23:41,611 | INFO | uvicorn.access | 172.18.0.5:52188 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 06:23:47,456 | INFO | gods_eye | ping request received
2026-06-16 06:23:50,786 | INFO | uvicorn.access | 172.18.0.5:52198 - "GET /ping HTTP/1.1" 200
2026-06-16 06:24:21,265 | INFO | uvicorn.access | 172.18.0.5:34408 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:24:21,269 | INFO | uvicorn.access | 172.18.0.5:34414 - "GET /mcp HTTP/1.1" 200
2026-06-16 06:24:21,270 | INFO | uvicorn.access | 172.18.0.5:34418 - "POST /mcp HTTP/1.1" 202
2026-06-16 06:24:21,272 | INFO | uvicorn.access | 172.18.0.5:34422 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:24:21,273 | INFO | gods_eye | executing remote: rtk ls -la open_ports.txt
2026-06-16 06:24:24,469 | INFO | uvicorn.access | 172.18.0.5:34434 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:24:24,482 | INFO | uvicorn.access | 172.18.0.5:34448 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 06:24:26,630 | INFO | uvicorn.access | 172.18.0.5:34464 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:24:26,634 | INFO | uvicorn.access | 172.18.0.5:34476 - "POST /mcp HTTP/1.1" 202
2026-06-16 06:24:26,637 | INFO | uvicorn.access | 172.18.0.5:34486 - "GET /mcp HTTP/1.1" 200
2026-06-16 06:24:26,638 | INFO | uvicorn.access | 172.18.0.5:34488 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:24:26,639 | INFO | gods_eye | executing remote: rtk cat open_ports.txt
2026-06-16 06:24:29,934 | INFO | uvicorn.access | 172.18.0.5:34500 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:24:29,948 | INFO | uvicorn.access | 172.18.0.5:34504 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 06:24:36,311 | INFO | gods_eye | ping request received
2026-06-16 06:24:39,712 | INFO | uvicorn.access | 172.18.0.5:58462 - "GET /ping HTTP/1.1" 200
2026-06-16 06:25:02,776 | INFO | gods_eye | ping request received
2026-06-16 06:25:06,054 | INFO | uvicorn.access | 172.18.0.5:36324 - "GET /ping HTTP/1.1" 200
2026-06-16 06:25:21,203 | INFO | uvicorn.access | 172.18.0.5:37164 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:25:21,206 | INFO | uvicorn.access | 172.18.0.5:37170 - "GET /mcp HTTP/1.1" 200
2026-06-16 06:25:21,206 | INFO | uvicorn.access | 172.18.0.5:37186 - "POST /mcp HTTP/1.1" 202
2026-06-16 06:25:21,209 | INFO | uvicorn.access | 172.18.0.5:37190 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:25:21,209 | INFO | gods_eye | executing remote: rtk ls -la open_ports.txt
2026-06-16 06:25:24,388 | INFO | uvicorn.access | 172.18.0.5:37206 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:25:24,401 | INFO | uvicorn.access | 172.18.0.5:37216 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 06:25:25,864 | INFO | gods_eye | ping request received
2026-06-16 06:25:29,206 | INFO | uvicorn.access | 172.18.0.5:37224 - "GET /ping HTTP/1.1" 200
2026-06-16 06:29:25,944 | INFO | uvicorn.access | 172.18.0.5:46898 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:29:25,952 | INFO | uvicorn.access | 172.18.0.5:46912 - "POST /mcp HTTP/1.1" 202
2026-06-16 06:29:25,953 | INFO | uvicorn.access | 172.18.0.5:46920 - "GET /mcp HTTP/1.1" 200
2026-06-16 06:29:25,956 | INFO | uvicorn.access | 172.18.0.5:46930 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:29:46,957 | INFO | uvicorn.access | 172.18.0.5:52018 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:29:46,969 | INFO | uvicorn.access | 172.18.0.5:52030 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 06:38:55,387 | INFO | gods_eye | ping request received
2026-06-16 06:38:58,622 | INFO | uvicorn.access | 172.18.0.5:51364 - "GET /ping HTTP/1.1" 200
2026-06-16 06:39:19,264 | INFO | uvicorn.access | 172.18.0.5:41554 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:39:19,270 | INFO | uvicorn.access | 172.18.0.5:41564 - "POST /mcp HTTP/1.1" 202
2026-06-16 06:39:19,271 | INFO | uvicorn.access | 172.18.0.5:41570 - "GET /mcp HTTP/1.1" 200
2026-06-16 06:39:19,275 | INFO | uvicorn.access | 172.18.0.5:41584 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:39:19,276 | INFO | gods_eye | executing remote: rtk nmap -sn 192.168.1.0/24
2026-06-16 06:42:48,857 | INFO | uvicorn.access | 172.18.0.5:56412 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:42:48,862 | INFO | uvicorn.access | 172.18.0.5:56422 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 06:42:53,057 | INFO | gods_eye | ping request received
2026-06-16 06:42:56,112 | INFO | uvicorn.access | 172.18.0.5:50312 - "GET /ping HTTP/1.1" 200
2026-06-16 06:50:04,845 | INFO | gods_eye | ping request received
2026-06-16 06:50:07,957 | INFO | uvicorn.access | 172.18.0.5:33612 - "GET /ping HTTP/1.1" 200
2026-06-16 06:51:26,650 | INFO | uvicorn.access | 172.18.0.5:43972 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:51:26,658 | INFO | uvicorn.access | 172.18.0.5:43976 - "POST /mcp HTTP/1.1" 202
2026-06-16 06:51:26,660 | INFO | uvicorn.access | 172.18.0.5:43988 - "GET /mcp HTTP/1.1" 200
2026-06-16 06:51:26,662 | INFO | uvicorn.access | 172.18.0.5:43996 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:51:26,670 | INFO | uvicorn.access | 172.18.0.5:44010 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 06:51:28,044 | INFO | gods_eye | ping request received
2026-06-16 06:51:31,517 | INFO | uvicorn.access | 172.18.0.5:44014 - "GET /ping HTTP/1.1" 200
2026-06-16 06:51:33,770 | INFO | gods_eye | ping request received
2026-06-16 06:51:36,457 | INFO | uvicorn.access | 172.18.0.5:48448 - "GET /ping HTTP/1.1" 200
2026-06-16 06:51:45,688 | INFO | uvicorn.access | 172.18.0.5:38818 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:51:45,692 | INFO | uvicorn.access | 172.18.0.5:38834 - "POST /mcp HTTP/1.1" 202
2026-06-16 06:51:45,693 | INFO | uvicorn.access | 172.18.0.5:38836 - "GET /mcp HTTP/1.1" 200
2026-06-16 06:51:45,695 | INFO | uvicorn.access | 172.18.0.5:38848 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:51:45,698 | INFO | uvicorn.access | 172.18.0.5:38862 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 06:51:47,912 | INFO | uvicorn.access | 172.18.0.5:38868 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:51:47,916 | INFO | uvicorn.access | 172.18.0.5:38872 - "POST /mcp HTTP/1.1" 202
2026-06-16 06:51:47,916 | INFO | uvicorn.access | 172.18.0.5:38882 - "GET /mcp HTTP/1.1" 200
2026-06-16 06:51:47,919 | INFO | uvicorn.access | 172.18.0.5:38884 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:51:47,925 | INFO | uvicorn.access | 172.18.0.5:38892 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 06:51:47,938 | INFO | uvicorn.access | 172.18.0.5:38900 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:51:47,944 | INFO | uvicorn.access | 172.18.0.5:38916 - "GET /mcp HTTP/1.1" 200
2026-06-16 06:51:47,944 | INFO | uvicorn.access | 172.18.0.5:38928 - "POST /mcp HTTP/1.1" 202
2026-06-16 06:51:47,946 | INFO | uvicorn.access | 172.18.0.5:38930 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:51:47,952 | INFO | gods_eye | executing remote: rtk ls
2026-06-16 06:51:51,305 | INFO | uvicorn.access | 172.18.0.5:56750 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:51:51,317 | INFO | uvicorn.access | 172.18.0.5:56762 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 06:51:55,938 | INFO | gods_eye | ping request received
2026-06-16 06:51:59,058 | INFO | uvicorn.access | 172.18.0.5:56768 - "GET /ping HTTP/1.1" 200
2026-06-16 06:52:53,794 | INFO | gods_eye | ping request received
2026-06-16 06:52:57,424 | INFO | uvicorn.access | 172.18.0.5:51386 - "GET /ping HTTP/1.1" 200
2026-06-16 06:53:15,238 | INFO | uvicorn.access | 172.18.0.5:41896 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:53:15,243 | INFO | uvicorn.access | 172.18.0.5:41910 - "POST /mcp HTTP/1.1" 202
2026-06-16 06:53:15,244 | INFO | uvicorn.access | 172.18.0.5:41914 - "GET /mcp HTTP/1.1" 200
2026-06-16 06:53:15,258 | INFO | uvicorn.access | 172.18.0.5:41920 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:53:15,259 | INFO | gods_eye | executing remote: rtk cat open_ports.txt
2026-06-16 06:53:18,817 | INFO | uvicorn.access | 172.18.0.5:41936 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:53:18,824 | INFO | uvicorn.access | 172.18.0.5:41946 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 06:53:23,786 | INFO | gods_eye | ping request received
2026-06-16 06:53:27,036 | INFO | uvicorn.access | 172.18.0.5:53574 - "GET /ping HTTP/1.1" 200
2026-06-16 06:53:50,612 | INFO | uvicorn.access | 172.18.0.5:44630 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:53:50,618 | INFO | uvicorn.access | 172.18.0.5:44636 - "POST /mcp HTTP/1.1" 202
2026-06-16 06:53:50,619 | INFO | uvicorn.access | 172.18.0.5:44642 - "GET /mcp HTTP/1.1" 200
2026-06-16 06:53:50,621 | INFO | uvicorn.access | 172.18.0.5:44648 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:53:50,621 | INFO | gods_eye | executing remote: rtk cat open_ports.txt
2026-06-16 06:53:54,129 | INFO | uvicorn.access | 172.18.0.5:44562 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:53:54,137 | INFO | uvicorn.access | 172.18.0.5:44570 - "DELETE /mcp HTTP/1.1" 200
2026-06-16 06:53:58,923 | INFO | gods_eye | ping request received
2026-06-16 06:54:01,840 | INFO | uvicorn.access | 172.18.0.5:44572 - "GET /ping HTTP/1.1" 200
2026-06-16 06:54:27,156 | INFO | uvicorn.access | 172.18.0.5:43418 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:54:27,160 | INFO | uvicorn.access | 172.18.0.5:43424 - "POST /mcp HTTP/1.1" 202
2026-06-16 06:54:27,161 | INFO | uvicorn.access | 172.18.0.5:43430 - "GET /mcp HTTP/1.1" 200
2026-06-16 06:54:27,163 | INFO | uvicorn.access | 172.18.0.5:43438 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:54:27,163 | INFO | gods_eye | executing remote: rtk cat open_ports.txt
2026-06-16 06:54:30,166 | INFO | uvicorn.access | 172.18.0.5:43442 - "POST /mcp HTTP/1.1" 200
2026-06-16 06:54:30,177 | INFO | uvicorn.access | 172.18.0.5:43452 - "DELETE /mcp HTTP/1.1" 200
